SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
BS4T55126,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"5.5""","126""",6646 lbs,49.0 lbs,,
BS4T55132,BS4T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.5""","132""",6344 lbs,51.0 lbs,,
BS4T55138,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"5.5""","138""",6068 lbs,53.0 lbs,,
BS4T55144,BS4T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.5""","144""",5740 lbs,55.0 lbs,,
BS4K5548,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"5.5""","48""",17446 lbs,21.0 lbs,,
BS4K5554,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"5.5""","54""",15507 lbs,23.0 lbs,,
BS4K5560,BS4K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"5.5""","60""",13957 lbs,25.0 lbs,,
BS4K5566,BS4K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"5.5""","66""",12687 lbs,27.0 lbs,,
BS4K5572,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.5""","72""",11630 lbs,29.0 lbs,,
BS4K5578,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.5""","78""",10736 lbs,32.0 lbs,,
BS4K5584,BS4K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"5.5""","84""",9969 lbs,34.0 lbs,,
BS4K5590,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"5.5""","90""",9304 lbs,36.0 lbs,,
BS4K5592,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"5.5""","92""",9096 lbs,37.0 lbs,,
BS4K5596,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"5.5""","96""",8723 lbs,38.0 lbs,,
BS4K55102,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"5.5""","102""",8210 lbs,40.0 lbs,,
BS4K55108,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"5.5""","108""",7754 lbs,42.0 lbs,,
BS4K55114,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"5.5""","114""",7346 lbs,44.0 lbs,,
BS4K55120,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"5.5""","120""",6978 lbs,47.0 lbs,,
BS4K55126,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"5.5""","126""",6646 lbs,49.0 lbs,,
BS4K55132,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"5.5""","132""",6344 lbs,51.0 lbs,,
BS4K55138,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"5.5""","138""",6068 lbs,53.0 lbs,,
BS4K55144,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 144"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"5.5""","144""",5740 lbs,55.0 lbs,,
BS4K6068,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","48""",18000 lbs,22.0 lbs,,
BS4K6054,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,,,"6.0""","54""",18000 lbs,23.5 lbs,,
BS4K6060,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","60""",16055 lbs,25.7 lbs,,
BS4K6066,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","66""",14600 lbs,27.8 lbs,,
BS4K6072,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","72""",13379 lbs,30.0 lbs,,
BS4K6078,BS4K,RACK-K,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","78""",12350 lbs,32.1 lbs,,
BS4K6084,BS4K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","84""",11468 lbs,34.3 lbs,,
BS4K6090,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","90""",10703 lbs,36.5 lbs,,
BS4K6092,BS4K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","92""",10490 lbs,37.2 lbs,,
BS4K6096,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,,,"6.0""","96""",10034 lbs,38.62 lbs,,
BS4K60102,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","102""",9444 lbs,42.0 lbs,,
BS4K60108,BS4K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","108""",8920 lbs,43.0 lbs,,
BS4K60114,BS4K,RACK-K,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","114""",8450 lbs,45.1 lbs,,
BS4K60120,BS4K,RACK-K,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","120""",8028 lbs,47.3 lbs,,
BS4K60126,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","126""",7645 lbs,49.5 lbs,,
BS4K60132,BS4K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","132""",7298 lbs,51.6 lbs,,
BS4K60138,BS4K,RACK-K,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"6.0""","138""",6980 lbs,53.8 lbs,,
BS4T6048,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 48"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","48""",18000 lbs,21.31 lbs,,
BS4T6054,BS4T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 54"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","54""",18000 lbs,23.5 lbs,,
BS4T6060,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 60"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","60""",16055 lbs,25.7 lbs,,
BS4T6066,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 66"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","66""",14600 lbs,27.8 lbs,,
BS4T6072,BS4T,RACK-T,"This product is built for demanding environments, featuring standard width, standard depth, and a sturdy standard gauge construction. Additionally, it spans 72"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"6.0""","72""",13379 lbs,30.0 lbs,,
BS4T6078,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 78"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","78""",12350 lbs,32.14 lbs,,
BS4T6084,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 84"" in length, offering enhanced durability and stability. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,,,"6.0""","84""",11468 lbs,34.3 lbs,,
BS4T6090,BS4T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 90"" in length, offering enhanced durability and stability. It is made to last through extended periods of intense industrial usage.",55,,,,,"6.0""","90""",10703 lbs,36.5 lbs,,
BS4T6092,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 92"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","92""",10490 lbs,37.2 lbs,,
BS4T6096,BS4T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and standard in depth, providing reliable strength for industrial applications. Additionally, it spans 96"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","96""",10034 lbs,38.62 lbs,,
BS4T60102,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 102"" in length, offering enhanced durability and stability. It is providing a solid and reliable solution for high-traffic areas.",55,,,,,"6.0""","102""",9444 lbs,40.8 lbs,,
BS4T60108,BS4T,RACK-T,"Measuring standard in width and standard in depth, this standard gauge steel product is engineered for industrial-grade performance. Additionally, it spans 108"" in length, offering enhanced durability and stability. It is built to handle tough conditions and provide superior performance over time.",55,,,,,"6.0""","108""",8920 lbs,43.0 lbs,,
BS4T60114,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 114"" in length, offering enhanced durability and stability. It is ideal for supporting industrial processes that require robust materials.",55,,,,,"6.0""","114""",8450 lbs,45.1 lbs,,
BS4T60120,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 120"" in length, offering enhanced durability and stability. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,,,"6.0""","120""",8028 lbs,47.3 lbs,,
BS4T60126,BS4T,RACK-T,"With a width of standard and a depth of standard, this standard gauge steel component ensures long-lasting performance in tough industrial settings. Additionally, it spans 126"" in length, offering enhanced durability and stability. It is crafted for durability and strength in a variety of demanding settings.",55,,,,,"6.0""","126""",7645 lbs,49.5 lbs,,
BS4T60132,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 132"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","132""",7298 lbs,51.6 lbs,,
BS4T60138,BS4T,RACK-T,"Designed for reliability, this product is standard wide, standard deep, and made with durable standard gauge steel, ideal for heavy-duty use. Additionally, it spans 138"" in length, offering enhanced durability and stability. It is offering exceptional durability in rigorous industrial applications.",55,,,,,"6.0""","138""",6980 lbs,53.8 lbs,,
U27T3072,U27T,RACK-T,"This product is built for demanding environments, featuring standard width, 30"" depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",55,,,"30""",,"72""",,20600 lbs,39.0 lbs,,
U27K3072,U27K,RACK-K,"With a width of standard and a depth of 30"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,,"30""",,"72""",,22605 lbs,39.0 lbs,,
U37T3072,U37T,RACK-T,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is offering exceptional durability in rigorous industrial applications.",55,,,"30""",,"72""",,29800 lbs,51.0 lbs,,
U37K3072,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 30"" in depth, providing reliable strength for industrial applications. It is built to handle tough conditions and provide superior performance over time.",55,,,"30""",,"72""",,31400 lbs,51.0 lbs,,
U27T3672,U27T,RACK-T,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is offering exceptional durability in rigorous industrial applications.",55,,,"36""",,"72""",,20600 lbs,40.0 lbs,,
U27K3672,U27K,RACK-K,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"36""",,"72""",,22605 lbs,40.0 lbs,,
U27T4272,U27T,RACK-T,"Designed for reliability, this product is standard wide, 42"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"72""",,20600 lbs,41.0 lbs,,
U27K4272,U27K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"42""",,"72""",,22605 lbs,41.0 lbs,,
U27T4872,U27T,RACK-T,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"72""",,20600 lbs,43.0 lbs,,
U27K4872,U27K,RACK-K,"Designed for reliability, this product is standard wide, 48"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is offering exceptional durability in rigorous industrial applications.",55,,,"48""",,"72""",,22605 lbs,43.0 lbs,,
U37T3672,U37T,RACK-T,"Measuring standard in width and 36"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,"72""",,29800 lbs,52.0 lbs,,
U37L3672,U37K,RACK-K,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is built to handle tough conditions and provide superior performance over time.",55,,,"36""",,"72""",,37400 lbs,52.0 lbs,,
U37T4272,U37T,RACK-T,"This product is built for demanding environments, featuring standard width, 42"" depth, and a sturdy standard gauge construction. It is ideal for supporting industrial processes that require robust materials.",55,,,"42""",,"72""",,29800 lbs,53.0 lbs,,
U37K4272,U37K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"42""",,"72""",,31400 lbs,53.0 lbs,,
U37T4872,U37T,RACK-T,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"48""",,"72""",,29800 lbs,54.0 lbs,,
U37K4872,U37K,RACK-K,"This product is built for demanding environments, featuring standard width, 48"" depth, and a sturdy standard gauge construction. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"72""",,31400 lbs,54.0 lbs,,
U27T3084,U27T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ideal for supporting industrial processes that require robust materials.",55,,,"30""",,"84""",,20600 lbs,44.0 lbs,,
U27K3084,U27K,RACK-K,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is built to handle tough conditions and provide superior performance over time.",55,,,"30""",,"84""",,22605 lbs,44.0 lbs,,
U27T3684,U27T,RACK-T,"Designed for reliability, this product is standard wide, 36"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,"84""",,20600 lbs,45.0 lbs,,
U27K3684,U27K,RACK-K,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"36""",,"84""",,22605 lbs,45.0 lbs,,
U27T4284,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is engineered for continuous use in challenging conditions, ensuring dependable performance.",55,,,"42""",,"84""",,20600 lbs,46.0 lbs,,
U27K4284,U27K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"42""",,"84""",,22605 lbs,46.0 lbs,,
U27T4884,U27T,RACK-T,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"84""",,20600 lbs,48.0 lbs,,
U27K4884,U27K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"84""",,22605 lbs,48.0 lbs,,
U37T3084,U37T,RACK-T,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is built to handle tough conditions and provide superior performance over time.",55,,,"30""",,"84""",,29800 lbs,59.0 lbs,,
U37K3084,U37K,RACK-K,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"30""",,"84""",,31400 lbs,59.0 lbs,,
U37T3684,U37T,RACK-T,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,"84""",,29800 lbs,61.0 lbs,,
U37K3684,U37K,RACK-K,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,"36""",,"84""",,31400 lbs,61.0 lbs,,
U37T4284,U37T,RACK-T,"Measuring standard in width and 42"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,,"42""",,"84""",,29800 lbs,62.0 lbs,,
U37K4284,U37K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"84""",,31400 lbs,62.0 lbs,,
U37T4884,U37T,RACK-T,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is offering superior resistance to wear and tear in heavy-use scenarios.",55,,,"48""",,"84""",,29800 lbs,63.0 lbs,,
U37K4884,U37K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"48""",,"84""",,31400 lbs,63.0 lbs,,
U27T3096,U27T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,,"30""",,"96""",,20600 lbs,53.0 lbs,,
U27K3096,U27K,RACK-K,"This product is built for demanding environments, featuring standard width, 30"" depth, and a sturdy standard gauge construction. It is made to last through extended periods of intense industrial usage.",55,,,"30""",,"96""",,22605 lbs,53.0 lbs,,
U27T3696,U27T,RACK-T,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is crafted for durability and strength in a variety of demanding settings.",55,,,"36""",,"96""",,20600 lbs,55.0 lbs,,
U27K3696,U27K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 36"" in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,"96""",,22605 lbs,55.0 lbs,,
U27T4296,U27T,RACK-T,"Measuring standard in width and 42"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ideal for supporting industrial processes that require robust materials.",55,,,"42""",,"96""",,20600 lbs,57.0 lbs,,
U27K4296,U27K,RACK-K,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is offering exceptional durability in rigorous industrial applications.",55,,,"42""",,"96""",,22605 lbs,57.0 lbs,,
U27T4896,U27T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 48"" in depth, providing reliable strength for industrial applications. It is made to last through extended periods of intense industrial usage.",55,,,"48""",,"96""",,20600 lbs,59.0 lbs,,
U27K4896,U27K,RACK-K,"Measuring standard in width and 48"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is crafted for durability and strength in a variety of demanding settings.",55,,,"48""",,"96""",,22605 lbs,59.0 lbs,,
U37T3096,U37T,RACK-T,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is crafted for durability and strength in a variety of demanding settings.",55,,,"30""",,"96""",,29800 lbs,68.0 lbs,,
U37K3096,U37K,RACK-K,"Designed for reliability, this product is standard wide, 30"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"30""",,"96""",,31400 lbs,68.0 lbs,,
U37T3696,U37T,RACK-T,"This product is built for demanding environments, featuring standard width, 36"" depth, and a sturdy standard gauge construction. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"36""",,"96""",,29800 lbs,70.0 lbs,,
U37K3696,U37K,RACK-K,"With a width of standard and a depth of 36"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is made to last through extended periods of intense industrial usage.",55,,,"36""",,"96""",,31400 lbs,70.0 lbs,,
U37T4296,U37T,RACK-T,"Crafted from standard gauge steel, this item spans standard in width and 42"" in depth, providing reliable strength for industrial applications. It is providing a solid and reliable solution for high-traffic areas.",55,,,"42""",,"96""",,29800 lbs,72.0 lbs,,
U37K4296,U37K,RACK-K,"With a width of standard and a depth of 42"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is ideal for supporting industrial processes that require robust materials.",55,,,"42""",,"96""",,31400 lbs,72.0 lbs,,
U37T4896,U37T,RACK-T,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is built to handle tough conditions and provide superior performance over time.",55,,,"48""",,"96""",,29800 lbs,74.0 lbs,,
U37K4896,U37K,RACK-K,"With a width of standard and a depth of 48"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is designed to withstand heavy-duty use while maintaining structural integrity.",55,,,"48""",,"96""",,31400 lbs,74.0 lbs,,
U27T30108,U27T,RACK-T,"Measuring standard in width and 30"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is built to handle tough conditions and provide superior performance over time.",55,,,"30""",,"108""",,20600 lbs,58.0 lbs,,
U27K30108,U27K,RACK-K,"With a width of standard and a depth of 30"", this standard gauge steel component ensures long-lasting performance in tough industrial settings. It is offering exceptional durability in rigorous industrial applications.",55,,,"30""",,"108""",,22605 lbs,58.0 lbs,,
U27T36108,U27T,RACK-T,"Designed for reliability, this product is standard wide, 36"" deep, and made with durable standard gauge steel, ideal for heavy-duty use. It is built to handle tough conditions and provide superior performance over time.",55,,,"36""",,"108""",,20600 lbs,60.0 lbs,,
U27K36108,U27K,RACK-K,"Measuring standard in width and 36"" in depth, this standard gauge steel product is engineered for industrial-grade performance. It is ensuring long-lasting reliability even in the most demanding industrial environments.",55,,,"36""",,"108""",,22605 lbs,60.0 lbs,,
